Director,Actor1,Actor2,Actor3,Rating,DirectorLikes,Actor1Likes,Actor2Likes,Actor3Likes
John Ford,Lee Marvin,Woody Strode,Vera Miles,8.1,673,756,423,332
Max Mayer,Peter Gallagher,Terry Walters,Amy Irving,7.2,6,828,390,194
Joshua Marston,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,7.5,13,280,11,6
Mike Mills,Goran Visnjic,Lou Taylor Pucci,Mary Page Keller,7.2,101,1000,394,157
John Gulager,Krista Allen,Eric Dane,Henry Rollins,6.4,38,164000,2000,898
John Landis,John Belushi,Karen Allen,Tim Matheson,7.6,644,1000,783,559
Guy Hamilton,Honor Blackman,Gert Fröbe,Lois Maxwell,7.8,82,387,202,177
Brandon Cronenberg,Sarah Gadon,Douglas Smith,Caleb Landry Jones,5.7,43,691,480,463
Frank Capra,Donna Reed,Lionel Barrymore,Thomas Mitchell,8.6,964,488,275,248
Tod Williams,Sprague Grayden,Molly Ephraim,Micah Sloat,5.7,21,438,332,189
Kirk Jones,James Nesbitt,David Kelly,Fionnula Flanagan,7.4,52,773,588,482
Michael Moore,Michael Moore,Dick Clark,Bill Clinton,8.0,909,909,504,184
Yimou Zhang,Li Gong,Daoming Chen,Ni Yan,7.3,611,878,10,4
Jack Sholder,Clu Gulager,Robert Rusler,Marshall Bell,5.4,28,426,359,217
James Ivory,Julian Sands,Rupert Graves,Denholm Elliott,7.4,133,687,443,249
James DeMonaco,Rhys Wakefield,Adelaide Kane,Chris Mulkey,5.7,65,942,810,535
Scott Derrickson,Danielle Kotch,Victoria Leigh,James Ransone,6.8,301,1000,419,412
David Raynr,Nancy O'Dell,Mikki Padilla,Dayna Devon,5.4,9,71,65,12
Richard Brooks,Burl Ives,Judith Anderson,Jack Carson,8.1,174,253,197,110
Ted Post,Linda Harrison,Gregory Sierra,Victor Buono,6.1,57,220,162,158
Charles Martin Smith,Kevin Zegers,Bill Cobbs,Michael Jeter,5.1,188,2000,970,693
Kunihiko Yuyama,Veronica Taylor,Eric Stuart,Lisa Ortiz,5.6,8,88,82,49
Tom McLoughlin,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,5.9,41,956,316,155
David Lean,William Holden,Sessue Hayakawa,Jack Hawkins,8.2,767,682,119,87
Patrick Read Johnson,Ariana Richards,Royal Dano,Tonya Lee Williams,5.3,32,610,232,175
Alfred Hitchcock,Ed Lauter,Bruce Dern,William Devane,6.8,13000,897,844,416
Adam Marcus,Kane Hodder,Leslie Jordan,Erin Gray,4.3,18,935,805,307
Alfred Hitchcock,Tamara Toumanova,Lila Kedrova,David Opatoshu,6.7,13000,18,16,14
Michel Gondry,Common,Dave Chappelle,Lauryn Hill,7.2,1000,989,744,220
John Maclean,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,6.9,85,13000,884,748
Michael Schultz,Blair Underwood,LisaGay Hamilton,Bobby Brown,6.6,78,685,178,77
Benny Boom,Omari Hardwick,Donald Faison,Mike Epps,5.9,23,1000,927,706
Richard Brooks,Shirley Jones,Jean Simmons,Edward Andrews,7.9,174,556,422,125
Stanley Kramer,Maximilian Schell,Montgomery Clift,Spencer Tracy,8.3,176,877,862,760
David Raynr,Donald Faison,Deon Richmond,Countess Vaughn,5.2,9,927,209,200
Howard Hawks,Montgomery Clift,Walter Brennan,Harry Carey Jr.,7.8,393,862,376,281
Nnegest Likké,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,3.0,18,939,407,233
Christopher Leitch,John Astin,Robert Neary,Kim Darby,3.2,4,641,168,152
Don Coscarelli,Angus Scrimm,A. Michael Baldwin,James Le Gros,6.5,152,674,174,135
Michael Schultz,Loretta Devine,Kimberly Elise,Clifton Powell,6.9,78,912,637,469
Patricia Cardoso,America Ferrera,Lupe Ontiveros,George Lopez,7.0,15,953,625,453
Deepa Mehta,John Abraham,Lisa Ray,Seema Biswas,7.8,375,1000,329,31
Damien O'Donnell,Archie Panjabi,Jimi Mistry,Om Puri,6.9,70,883,183,163
Mira Nair,Indira Varma,Sarita Choudhury,Rekha,6.0,300,729,257,200
Nicole Holofcener,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,6.6,132,1000,864,547
Mel Stuart,Peter Ostrum,Jack Albertson,Julie Dawn Cole,7.8,21,240,177,124
Anthony Hickox,Julian Sands,Zach Galligan,Paula Marshall,5.3,16,687,233,222
Tom Schulman,Kristy Swanson,George Hamilton,Dyan Cannon,5.3,45,578,341,267
Jill Sprecher,Matthew McConaughey,Rob McElhenney,Amy Irving,7.1,11,11000,813,194
Darren Stein,Julie Benz,Judy Greer,Jeff Conaway,5.4,18,3000,2000,844
Julian Schnabel,Gary Oldman,Michael Wincott,Courtney Love,6.9,232,10000,721,353
Noah Baumbach,Greta Gerwig,Grace Gummer,Vanessa Ray,7.4,387,962,481,270
Gavin Hood,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,7.3,151,113,64,29
Todd Solondz,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,7.8,377,22000,11000,812
George Gallo,Eddie Griffin,Joe Howard,Robert Noble,6.6,269,489,26,24
David Nixon,Robyn Lively,Michael Bolten,Christopher Schmidt,6.3,13,439,399,221
Jason Eisener,Gregory Smith,Robb Wells,Molly Dunsworth,6.1,59,694,324,104
Matthew Bright,Bokeem Woodbine,Dan Hedaya,Robert Peters,6.9,9,904,281,221
Michael Landon Jr.,William Morgan Sheppard,Kevin Gage,Brianna Brown,7.2,84,702,366,331
Andrea Arnold,Michael Fassbender,Harry Treadaway,Jason Maza,7.3,121,13000,260,168
Whit Stillman,Greta Gerwig,Megalyn Echikunwoke,Zach Woods,5.7,89,962,476,322
Leslye Headland,Kirsten Dunst,Adam Scott,Andrew Rannells,5.3,21,4000,3000,416
Bobby Roth,Virginia Madsen,Aaron Ashmore,Lindsey Haun,5.0,40,912,750,249
Tim Heidecker,Michael Gross,William Atherton,Bob Ross,5.3,78,536,317,197
Marco Kreuzpaintner,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,7.4,7,289,38,17
Kate Connor,Johnny Pacar,Eric Stoltz,Brendan Fehr,5.9,27,1000,902,847
Deon Taylor,Matt Cohen,Betsy Russell,Noah Segan,4.1,26,487,298,236
Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati,6.7,700,599,325,56
Xavier Gens,Michael Biehn,Lauren German,Rosanna Arquette,5.8,87,2000,683,605
Will Canon,Frank Grillo,Scott Mechlowicz,Aaron Yoo,5.3,8,798,634,617
Lance Kawas,Taylor Negron,Michael Rapaport,Talia Shire,6.2,66,1000,975,452
Francesca Gregorini,Tom Everett Scott,Amy Sedaris,Chris Kattan,5.9,15,433,396,357
Marcio Garcia,John Savage,Kristi Clainos,Emily Nelson,5.5,74,652,124,47
David Wain,Christopher Meloni,Amy Poehler,Jack McBrayer,5.5,136,3000,1000,975
Craig Moss,French Stewart,Ashley Martin,Olivia Alexander,2.6,19,319,302,73
Michael Jai White,Michael Jai White,Alex Meraz,Jillian Murray,5.8,2000,2000,606,454
John Boorman,Lee Marvin,Angie Dickinson,Carroll O'Connor,7.4,128,756,754,480
Paolo Monico,Stephanie Szostak,Sarah Rafferty,Salvatore Santone,5.1,3,1000,810,382
Youssef Delara,Noel Gugliemi,David Bianchi,Jason Priestley,5.2,8,2000,715,471
Darin Scott,Julian Morris,Shantel VanSanten,John Robinson,4.8,39,1000,747,375
Christian Sesma,Bokeem Woodbine,Brooke Newton,Brett Wagner,3.9,9,904,779,648
Monte Hellman,Everett McGill,Jack Taylor,Fabio Testi,6.2,96,201,39,37
Chris D'Arienzo,Judy Greer,Cybill Shepherd,Shea Whigham,5.9,7,2000,536,463
Walter Salles,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos,8.0,179,119,14,11
Frank Capra,Ann-Margret,Glenn Ford,Thomas Mitchell,7.3,964,931,416,248
Isaac Florentine,Anthony L. Fernandez,Nick Chinlund,Scott Evans,4.9,81,640,277,214
Susan Seidelman,Dyan Cannon,Michael Nouri,Brenda Vaccaro,6.5,39,267,225,183
Michael Polish,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,4.3,35,216,158,21
Heidi Ewing,Greg Crowe,James Ransone,Tempestt Bledsoe,6.4,4,875,412,394
Alexandre Aja,Cécile De France,Maïwenn,Oana Pellea,6.8,192,447,236,142
Leon Ford,Maeve Dermody,Patrick Brammall,Kelly Paterniti,6.1,18,130,96,39
Hank Braxtan,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter,4.0,6,679,234,29
Craig Brewer,Isaac Hayes,Paula Jai Parker,Elise Neal,7.4,153,275,247,165
John Carl Buechler,Kane Hodder,Terry Kiser,William Butler,5.3,152,935,448,181
Victor Fleming,Margaret Hamilton,Terry,Billie Burke,8.1,149,695,421,357
Rajkumar Hirani,Vidya Balan,Sanjay Dutt,Jimmy Shergill,8.2,124,464,426,327
Victor Nunez,Peter Fonda,Patricia Richardson,Vanessa Zima,7.1,9,402,222,42
Carroll Ballard,Teri Garr,Kelly Reno,Hoyt Axton,7.4,19,481,81,48
Rohit Jugraj,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh,6.6,2,258,85,32
John Ford,Lee Marvin,Cesar Romero,Jack Warden,6.9,673,756,370,359
Alex van Warmerdam,Rijk de Gooyer,Ariane Schluter,Henri Garcin,7.0,53,20,3,2
Victor Fleming,Spencer Tracy,Esther Williams,Irene Dunne,7.0,149,760,675,315
Joseph Zito,Judie Aronson,Tom Everett,Kimberly Beck,5.9,17,158,84,74
Pawel Pawlikowski,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza,7.4,84,88,64,46
James Ivory,Rupert Graves,Denholm Elliott,Simon Callow,7.8,133,443,249,239
Frank Sebastiano,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,6.0,3,833,549,327
Stacy Peralta,Gerry Lopez,Gabrielle Reece,Laird John Hamilton,7.9,147,52,52,28
Nacho Vigalondo,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga,7.2,76,123,76,36
Tony Giglio,Brianna Brown,Nick Searcy,Beth Broderick,5.3,6,331,272,209
Stanley Donen,Rita Moreno,Debbie Reynolds,Cyd Charisse,8.3,134,804,786,390
Michael Tiddes,Essence Atkins,Alanna Ubach,J.B. Smoove,5.1,89,713,584,555
Dinesh D'Souza,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,5.1,67,871,118,67
Tom Hanks,Tom Hanks,Charlize Theron,Ethan Embry,6.9,15000,15000,9000,982
Tommy Lee Wallace,Tom Atkins,Dan O'Herlihy,Nancy Kyes,4.6,24,381,128,67
Don Taylor,Roddy McDowall,M. Emmet Walsh,Sal Mineo,6.3,11,595,521,450
Martin Ritt,Patricia Neal,Melvyn Douglas,Whit Bissell,7.9,58,617,189,124
Leslie Small,David Jason Perez,La'Princess Jackson,Dana Hanna,6.7,15,1000,309,36
Gus Van Sant,Keanu Reeves,Udo Kier,Flea,7.1,835,18000,595,535
Alison Maclean,Billy Crudup,Samantha Morton,Mark Webber,7.0,7,745,631,442
Alice Wu,Joan Chen,Ato Essandoh,Jessica Hecht,7.6,13,643,265,209
Sarah Gavron,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee,6.7,34,56,41,40
Jake Schreier,Frank Langella,Joshua Ormond,Ana Gasteyer,7.1,14,902,291,215
Isabel Coixet,Sarah Polley,Julian Richings,Amanda Plummer,7.6,148,900,648,471
James Ponsoldt,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi,7.1,53,8000,1000,478
Randall Miller,William Hurt,Elden Henson,Michael Bower,7.1,19,882,577,362
Joshua Tickell,Larry David,Sheryl Crow,George W. Bush,7.6,9,860,130,125
Tim Boxell,Bruce McGill,Diana Scarwid,Tom Bower,6.6,10,655,157,107
James Dodson,Larry Miller,Anupam Kher,Shriya Saran,6.2,8,611,397,315
Stefan Ruzowitzky,Benno Fürmann,Rüdiger Vogler,Sebastian Blomberg,6.1,24,127,10,10
Alex Rivera,Leonor Varela,Jacob Vargas,Tenoch Huerta,5.9,8,426,399,35
James Gunn,Linda Cardellini,Rainn Wilson,Paul T. Taylor,6.8,571,2000,973,370
John Murlowski,Ashley Scott,Piper Mackenzie Harris,Lochlyn Munro,5.8,20,794,607,555
Benni Diez,Clifton Collins Jr.,Cecilia Pillado,David Masterson,5.0,2,968,625,577
Robby Henson,Marc Blucas,Max Ryan,Justine Waddell,5.1,9,973,872,201
Mike Judge,Anthony 'Citric' Campos,Patrick Fischler,David Herman,6.6,406,586,497,233
Shane Meadows,Stephen Graham,Joseph Gilgun,Jack O'Connell,7.7,222,1000,788,698
Dominic Burns,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme,3.1,15,844,722,663
George Sidney,Esther Williams,Basil Rathbone,Red Skelton,6.5,24,675,659,226
Carmen Marron,Jossara Jinaro,Aimee Garcia,Rene Rosado,3.9,29,847,618,76
Tim McCanlies,Ethan Embry,Michael O'Neill,Alexandra Holden,6.8,23,982,599,326
George Sidney,Agnes Moorehead,Ava Gardner,Howard Keel,7.0,24,960,715,244
Mario Van Peebles,Tom Skerritt,Cinda McCain,Luke Perry,5.9,535,1000,646,608
Jason Stone,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,5.8,14,2000,1000,826
Jerry Rees,Jon Lovitz,Phil Hartman,Mindy Sterling,7.3,115,11000,516,385
Steve Miner,Richard Brooker,Dana Kimmell,Catherine Parks,5.7,49,72,31,20
Danny Steinmann,Tiffany Helm,Melanie Kinnaman,Dominick Brascia,4.7,13,42,27,17
Michael Landon Jr.,Henry Thomas,Louise Fletcher,A.J. Buckley,5.9,84,861,425,275
Jon Gunn,Alexa PenaVega,Delroy Lindo,Madison Pettis,5.9,16,2000,848,835
Tay Garnett,Jessica Tandy,Greer Garson,Lionel Barrymore,7.5,10,509,284,275
Harmage Singh Kalirai,Saeed Jaffrey,Zohra Segal,Shobu Kapoor,5.8,11,114,79,18
Rita Merson,Ryan Guzman,James Wolk,Jason Ritter,5.3,5,3000,938,782
Jon Knautz,Rachel Skarsten,Daniel Kash,Stefanie Drummond,6.0,10,371,52,42
William Wyler,Myrna Loy,Teresa Wright,Dana Andrews,8.1,355,749,208,188
Larry Clark,Kelli Garner,Nick Stahl,Brad Renfro,7.0,184,730,648,551
Petter Næss,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin,7.6,16,117,21,14
Robert Fontaine,Michael Derek,Arturo Castro,Brad Lee Wind,7.2,7,128,22,17
Jaume Balagueró,Manuela Velasco,Pablo Rosso,Carlos Lasarte,7.5,57,120,9,7
Patricia Cardoso,Rosie Perez,Martha Higareda,Cheyenne Haynes,6.3,15,919,718,650
Anthony O'Brien,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan,5.5,7,412,308,106
Terence Young,Robert Shaw,Daniela Bianchi,Lois Maxwell,7.5,92,559,201,177
Michael Herz,Phoebe Legere,Jessica Dublin,Lisa Gaye,5.1,6,40,30,14
Woody Allen,Woody Allen,John Beck,Mews Small,7.3,11000,11000,66,45
David Robert Mitchell,Maika Monroe,Ruby Harris,Jake Weary,6.9,421,314,189,159
Woody Allen,Woody Allen,John Carradine,Lynn Redgrave,6.8,11000,11000,300,258
Robert Mulligan,Robert Duvall,Brock Peters,William Windom,8.4,89,3000,226,161
George Miller,Vernon Wells,Bruce Spence,Kjell Nilsson,7.6,750,745,531,41
Chia-Liang Liu,Andy Lau,Anita Mui,Ho-Sung Pak,7.6,32,483,147,75
Kimberly Peirce,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,7.6,108,173,148,103
Chris Kentis,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,5.3,9,120,44,32
Florian Henckel von Donnersmarck,Sebastian Koch,Ulrich Mühe,Martina Gedeck,8.5,207,380,284,155
Alex Kendrick,Ben Davies,Alex Kendrick,T.C. Stallings,7.0,589,690,589,341
Robert Rossen,George C. Scott,Jackie Gleason,Murray Hamilton,8.0,31,654,491,366
Jack Conway,Hedy Lamarr,Spencer Tracy,Claudette Colbert,7.1,6,1000,760,380
Chris Eyre,Michael Greyeyes,Irene Bedard,Gary Farmer,7.2,149,912,752,580
Shari Springer Berman,Josh Hutcherson,James Urbaniak,Daniel Tay,7.5,30,14000,119,92
Catherine Hardwicke,Holly Hunter,Sarah Clarke,Kip Pardue,6.8,308,1000,482,374
Elia Kazan,Dean Stockwell,Celeste Holm,John Garfield,7.4,603,936,297,167
Debra Granik,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser,7.2,81,34000,248,179
Kevin Macdonald,Nicholas Aaron,Brendan Mackey,Joe Simpson,8.1,162,21,5,3
Henry King,Tyrone Power,Don Ameche,John Carradine,7.0,85,480,392,300
Miranda July,Najarra Townsend,Brad William Henke,Miranda July,7.4,244,538,363,244
Charles Ferguson,Matt Damon,George W. Bush,Barney Frank,8.3,117,13000,125,18
Max Joseph,Vanessa Lengies,Emily Ratajkowski,Jonny Weston,6.1,31,804,625,328
David Ayer,J.K. Simmons,Christian Bale,Noel Gugliemi,7.0,453,24000,23000,2000
Jerry Jameson,David Oyelowo,Leonor Varela,Sydelle Noel,5.3,5,1000,426,349
Kevin Tenney,Kathleen Wilhoite,Tawny Kitaen,Rose Marie,5.7,85,265,194,186
John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,Raphael Barker,6.5,263,71,51,37
Charles Ferguson,Campbell Scott,Dick Cheney,Donald Rumsfeld,8.3,117,393,21,17
Marielle Heller,Alexander Skarsgård,David Fine,Austin Lyon,6.9,22,10000,1000,80
David Sington,John F. Kennedy,Buzz Aldrin,Neil Armstrong,8.1,90,168,142,65
Kelly Reichardt,Bruce Greenwood,Zoe Kazan,Shirley Henderson,6.5,129,991,962,887
Fenton Bailey,Hugh M. Hefner,Bill Maher,Linda Lovelace,6.8,13,373,334,218
Bob Giraldi,Danny Aiello,Manny Perez,Ajay Naidu,7.3,34,388,159,120
Jill Sprecher,Alanna Ubach,Bob Balaban,Jamie Kennedy,6.4,11,584,559,490
Huck Botko,Matt Bennett,Krysta Rodriguez,Zack Pearlman,4.6,10,189,131,126
Mitchell Lichtenstein,Jess Weixler,Nathan Parsons,John Hensley,5.4,53,386,357,268
Kundan Shah,Karisma Kapoor,Bobby Deol,Shakti Kapoor,2.8,4,353,89,72
Michael Dowse,Paul Kaye,Neil Maskell,Kate Magowan,7.4,31,326,246,137
Shane Meadows,Bob Hoskins,Annette Badland,Karl Collins,7.1,222,5000,497,20
Roland Emmerich,Jeremy Irvine,Caleb Landry Jones,Matt Craven,4.5,776,25000,463,256
Jugal Hansraj,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey,5.3,32,532,85,24
Danny Provenzano,Vincent Pastore,Frank Vincent,Chuck Zito,5.4,84,584,356,267
Bill Muir,Alex Kendrick,Jansen Panettiere,Tiya Sircar,4.8,19,589,488,395
Richard LaGravenese,Anna Kendrick,Jeremy Jordan,Charly Bivona,5.9,98,10000,773,89
Noah Buschel,Merritt Wever,Amy Ryan,Paul Adelstein,6.2,8,529,423,399
Brian Yuzna,Melinda Clarke,Kent McCord,Sarah Douglas,5.9,97,787,196,163
Hunter Richards,Jason Statham,Chris Evans,Dane Cook,6.6,11,26000,11000,1000
Laurie Collyer,Brad William Henke,Kate Burton,Michelle Hurst,6.6,38,363,223,85
James Watkins,Michael Fassbender,Jack O'Connell,Lorraine Stanley,6.8,43,13000,698,418
Catherine Hardwicke,Frances Fisher,James Kyson,Marlene Forte,5.4,308,638,449,395
Phil Claydon,MyAnna Buring,James Corden,Silvia Colloca,5.2,6,513,480,161
Ralph Ziman,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,7.8,5,29,18,12
Colin Minihan,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,6.1,6,253,113,103
Conor McMahon,Peter McQuinn,Tommy Knight,Jemma Curran,5.7,5,121,94,47
Woody Allen,Woody Allen,Charlotte Rae,Louise Lasser,7.1,11000,11000,430,167
Jeff Crook,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,4.6,5,601,453,372
James Cox,Jake Gyllenhaal,M.C. Gainey,Mark Rolston,6.3,10,15000,284,171
Jonas Åkerlund,Noel Gugliemi,Saffron Burrows,Matt Lucas,6.1,68,2000,811,722
Brad Copeland,Sunil Narkar,Ben Schwartz,Glenn Howerton,6.6,8,34000,463,424
Paul Bunnell,Kate Maberly,Kevin McCarthy,Paul Williams,5.7,5,416,403,356
Phil Morrison,Sally Hawkins,Curtiss Cook,Peter Hermann,5.6,17,594,591,322
Harald Reinl,Christopher Lee,Lex Barker,Karin Dor,6.0,2,16000,57,51
James Cox,Jon Mack,Powers Boothe,Josh Meyers,5.7,10,924,472,293
Richard Lester,Buster Keaton,Zero Mostel,Phil Silvers,7.0,44,907,164,137
Michael Moore,Michael Moore,Eddie Vedder,Steve Earle,5.3,909,909,562,119
Tanner Beard,William McNamara,Kevin Alejandro,Glenn Morshower,4.4,531,10000,1000,894
Scott Dow,Trenton Rostedt,Wray Crawford,Dave Sheridan,3.4,6,680,418,233
Derick Martini,Kevin Zegers,Bella Heathcote,Tom Arnold,4.5,20000,2000,860,618
Jerry Dugan,Melissa Bolona,Michael Aaron Milligan,James Chalke,3.4,3,11000,1000,412
Tim Hunter,Keanu Reeves,Daniel Roebuck,Ione Skye,7.1,28,18000,1000,223
Michael Polish,Peter Coyote,Anthony Edwards,Jon Gries,6.4,35,548,495,482
William Kaufman,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,5.2,58,405,217,164
Rodrigo Cortés,Ryan Reynolds,Samantha Mathis,Erik Palladino,7.0,89,16000,517,263
Jehane Noujaim,Khalid Abdalla,Ahmed Hassan,Aida Elkashef,8.1,63,161,10,5
Remo,Lauren Gottlieb,Remo,Prabhudheva,6.4,168,733,168,71
Jamal Hill,Logan Browning,Adam Ratcliffe,Faizon Love,7.2,47,628,606,585
Daniel Stamm,Caleb Landry Jones,Ashley Bell,Patrick Fabian,5.6,13,463,400,308
Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,7.2,456,1000,548,231
Elia Kazan,Marlon Brando,Karl Malden,Kim Hunter,8.0,603,10000,416,114
Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,6.8,12,201,163,67
Benh Zeitlin,Quvenzhané Wallis,Gina Montana,Dwight Henry,7.3,188,2000,458,168
J. Lee Thompson,Roddy McDowall,Paul Williams,Claude Akins,5.5,88,595,356,196
Maggie Greenwald,Aidan Quinn,David Patrick Kelly,Jane Adams,7.3,9,767,380,280
Morgan Spurlock,Quentin Tarantino,J.J. Abrams,Donald Trump,6.6,293,16000,14000,808
Ted Post,Clint Eastwood,Bruce Dern,Alan Hale Jr.,7.0,57,16000,844,426
Richard Brooks,Humphrey Bogart,Jim Backus,Kim Hunter,7.2,174,2000,399,114
Tony Krantz,George Newbern,Tom Cavanagh,Cas Anvar,5.3,15,647,642,491
Mitchell Altieri,Kimberley Crossman,Luke Edwards,Bree Williamson,8.7,9,467,258,165
W.D. Hogan,Tom Everett Scott,Keenan Tracey,Nicholas Carella,3.4,4,433,108,91
Corey Grant,Christian Keyes,Essence Atkins,Tatyana Ali,5.4,21,761,713,685
Tom Tykwer,Moritz Bleibtreu,Ludger Pistor,Armin Rohde,7.8,670,486,37,34
Lucky McKee,James Duval,Will Estes,Nora Zehetner,6.7,75,701,461,446
Richard Boddington,Natasha Henstridge,CJ Adams,Erin Pitt,4.7,15,900,450,120
Patricia Riggen,America Ferrera,Eugenio Derbez,Kate del Castillo,7.4,36,953,399,345
J. Lee Thompson,Roddy McDowall,Gordon Jump,John Randolph,6.1,88,595,70,67
Todd Field,Tom Wilkinson,Sissy Spacek,Karen Allen,7.5,143,1000,874,783
Steven R. Monroe,Sarah Butler,Chad Lindberg,Daniel Franzese,6.3,68,635,445,374
Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam,6.3,3,349,347,327
Pawel Pawlikowski,Paddy Considine,Natalie Press,Dean Andrews,6.8,84,680,46,34
Ritesh Batra,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,7.8,25,638,85,73
Sally Potter,Shirley Henderson,Joan Allen,Stephanie Leonidas,6.9,87,887,805,420
Frank Capra,Jean Arthur,Ann Miller,Lionel Barrymore,8.0,964,319,302,275
Fred Zinnemann,Montgomery Clift,Donna Reed,Deborah Kerr,7.8,160,862,488,426
John Ford,Harry Carey Jr.,Ben Johnson,Victor McLaglen,7.4,673,281,230,89
Brad J. Silverman,Shawnee Smith,Michael Welch,Anthony Reynolds,6.1,11,651,611,575
Dave Meyers,Eddie Griffin,Clifton Powell,Marla Gibbs,4.3,11,489,469,249
David M. Matthews,Essence Atkins,Lamman Rucker,Tempestt Bledsoe,3.5,8,713,607,394
Eytan Fox,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid,7.3,21,53,30,27
Adam Goldberg,Judy Greer,Marisa Coughlan,Nicky Katt,5.4,1000,2000,163,127
Travis Zariwny,Dustin Ingram,Gage Golightly,Samuel Davis,3.7,4,427,253,114
Adrienne Shelly,Lew Temple,Cheryl Hines,Eddie Jemison,7.1,191,597,541,336
Newt Arnold,Bolo Yeung,Donald Gibb,Ken Siu,6.8,15,633,403,49
Frank Capra,Claude Rains,Jean Arthur,Thomas Mitchell,8.2,964,607,319,248
Larry Clark,Rosario Dawson,Leo Fitzpatrick,Justin Pierce,7.0,184,3000,202,82
Noah Baumbach,William Baldwin,Elizabeth Meriwether,Owen Kline,7.4,387,436,25,18
John Stockwell,Matthew Ziff,T.J. Storm,Sam Medina,9.1,134,260000,454,354
Alfred Hitchcock,Norman Lloyd,Rhonda Fleming,Leo G. Carroll,7.6,13000,472,239,82
Atom Egoyan,Bruce Greenwood,Mia Kirshner,Sarah Polley,7.2,460,991,971,900
Vincent Gallo,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent,7.5,787,1000,787,642
Alex Cox,Del Zamora,Tracey Walter,Miguel Sandoval,6.9,92,752,324,166
Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Leticia Brédice,7.9,44,827,22,7
Rebecca Miller,Beau Bridges,Susanna Thompson,Ryan McDonald,6.7,58,552,265,42
Maggie Carey,Donald Glover,Alia Shawkat,Scott Porter,5.8,38,801,727,690
Roger Avary,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade,6.5,675,902,424,164
Henry Bean,Ryan Gosling,Theresa Russell,Summer Phoenix,7.2,21,33000,243,76
David Gordon Green,Michael Angarano,Connor Paolo,Tom Noonan,6.9,234,947,530,442
Simeon Rice,Ward G. Smith,Lisa Brave,Malone Thomas,5.5,6,393,191,56
Brad Anderson,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden,6.5,122,210,148,83
Jeff Garlin,Jessy Schram,Jeff Garlin,Joey Slotnick,6.2,522,813,522,423
Qasim Basir,Dorian Missick,Nia Long,Evan Ross,6.7,13,1000,826,616
Adam Green,Joel David Moore,Kane Hodder,Joel Murray,5.7,134,936,935,488
Pete Jones,Brian Dennehy,Aidan Quinn,Bonnie Hunt,6.5,18,954,767,597
Mark Brown,Vivica A. Fox,Monica Calhoun,Garrett Morris,4.3,7,890,597,424
Adam Carolla,Jay Mohr,Jim O'Heir,David Alan Grier,6.1,102,563,485,360
Ira Sachs,Rip Torn,Jenny O'Hara,Darren E. Burrows,6.0,60,826,189,121
John Sayles,Brian Lee Franklin,John Arcilla,Ronnie Lazaro,5.8,407,38,8,7
Bruce McDonald,Stephen McHattie,Georgina Reilly,Boyd Banks,6.7,49,413,98,57
James Mottern,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence,6.7,7,87000,781,711
